   719812003665   719812003665                       קולפן ג'וליאן OXO000000000000                    0000026.80                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812004112   719812004112               כף בצק עוגיות בינונית OXO000000000000                    0000042.50                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812005973   719812005973                      מגרדת עם קופסא OXO0000-1000000                    0000053.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812005980   719812005980                         מסחטת לימון OXO000000000000                    0000054.21                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812006482   719812006482                             כף ערבוב עץ000000000000                    0000013.56                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812006499   719812006499                       כף עץ גדולה אוקסו000000000000                    0000013.65                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812006727   719812006727                 מרית גמישה גדולה ניילון000000000000                    0000029.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812010311   719812010311                       קולפן עגבנייה OXO000000000000                    0000027.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812010410   719812010410                     מרית גמישה כחול OXO000000000000                    0000021.33                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812010434   719812010434                     מרית גמישה ירוק OXO000000000000                    0000022.45                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812010441   719812010441                     מרית גמישה כתום OXO000000000000                    0000021.33                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812010458   719812010458                     מרית גמישה סגול OXO000000000000                    0000021.33                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812010465   719812010465                     מרית גמישה אדום OXO000000000000                    0000021.33                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812010847   719812010847                       מגב רב תכליתי OXO000000000000                    0000022.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812011134   719812011134                     ראש החלפה מברשת OXO000000000000                    0000019.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812014210   719812014210                  מעמד לכלים נירוסטה OXO000000000000                    0000104.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812014579   719812014579                           פורס מנגו OXO000000000000                    0000029.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812014944   719812014944                    מברשת ניקוי כלים OXO000000000000                    0000030.81                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812018058   719812018058               מיכל אחסון ריבוע גדול 5.2000000000000                    0000069.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812018065   719812018065                מיכל אחסון מלבני 3.2 OXO000000000000                    0000049.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812018072   719812018072                מיכל אחסון ריבוע קטן 2 ל000000000000                    0000047.45                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812018089   719812018089                מיכל אחסון ריבוע 3.8 OXO000000000000                    0000052.45                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812018096   719812018096                      מיכל מלבני 2.3 OXO000000000000                    0000044.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812018102   719812018102              מיכל אחסון ריבוע קטן 1.4 ל000000000000                    0000034.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812018119   719812018119                  מיכל רבוע גדול 2.3 OXO000000000000                    0000044.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812018126   719812018126                      מיכל מלבני 1.4 OXO000000000000                    0000030.81                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812018133   719812018133                   מיכל רבוע קטן 0.9 OXO000000000000                    0000026.91                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812018140   719812018140                      מיכל מלבני 0.5 OXO000000000000                    0000034.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812018317   719812018317              מגלען דובדבנים וזיתים  OXO000000000000                    0000040.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812018423   719812018423                מרית סיליקון לחביתות OXO0000-1000000                    0000034.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812018430   719812018430                מרית סיליקון לפנקייק OXO000000000000                    0000034.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812018447   719812018447                  מרית סיליקון גדולה OXO000000000000                    0000034.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812018461   719812018461                        מרית סיליקון OXO0000-2000000                    0000025.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812018465   719812018465                      מרית סיליקון גמישה000000000000                    0000027.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812020600   719812020600                מיכל אחסון ריבוע קטן 0.3000000000000                    0000027.45                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812020792   719812020792                         שטיחון מגן גדול000000000000                    0000042.70                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812020808   719812020808                          שטיחון מגן קטן000000000000                    0000034.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812020822   719812020822                         מסננת לכיור OXO0000-1000000                    0000026.91                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812021270   719812021270                      כוס קפה TRAVEL MUG000000000000                    0000057.45                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812021461   719812021461                 מגירה מתכוונת לכלים OXO000000000000                    0000057.80                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812021478   719812021478                    מעמד כלים פלסטיק OXO000000000000                    0000049.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812021928   719812021928                מנדולינה קטנה לג'וליאנים000000000000                    0000049.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812022567   719812022567                   מברשת ניקוי כוסות OXO000000000000                    0000034.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812023458   719812023458                         קוצץ עשבי תיבול000000000000                    0000026.90                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812024066   719812024066                           מטחנת מלח OXO000000000000                    0000099.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812024073   719812024073                          מטחנת פלפל OXO000000000000                    0000099.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812025025   719812025025                           טרוול מאג OXO000000000000                    0000056.53                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812025537   719812025537                     מעמד לספוג נדבק OXO000000000000                    0000027.45                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812025650   719812025650               ראש החלפה מברשת כף יד OXO000000000000                    0000016.58                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812027951   719812027951                        קומקום OXO קלאסי000000000000                    0000155.61                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812028637   719812028637                    מעמד לכלים מלבני 0X0000000000000                    0000090.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812029085   719812029085                          כף למרק ניילון000000000000                    0000022.45                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812029092   719812029092                           כף לספגטי OXO000000000000                    0000018.99                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812029375   719812029375                    מיכל אחסון 0.8 ל OXO000000000000                    0000032.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812030180   719812030180                     מלקחיים סיליקון OXO000000000000                    0000039.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812030579   719812030579                         שייקר לסלט ירוק000000000000                    0000046.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812031446   719812031446                מברשת ניקוי כלים עם מעמד000000000000                    0000030.81                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812031552         031552                    סט 3 קערות ערבוב OXO000000000000                    0000001.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812031750   719812031750     מיכל אחסון LOCKTOP ריבוע קטן 0.4 מל000000000000                    0000016.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812031767   719812031767           מיכל LOCKTOP ריבוע קטן 0.6 מל000000000000                    0000018.50                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812031774   719812031774                LOCKTOP מלבני קטן 900 מל000000000000                    0000023.50                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812031781   719812031781         מיכל אחסון LOCKTOP מלבן קטן 5.5000000000000                    0000027.50                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812031798   719812031798             מיכל אחסון LOCKTOP 11117980000000000000                    0000038.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812031804   719812031804                  מיכל אחסון 3 ל LOCKTOP000000000000                    0000048.50                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812031811   719812031811              LOCKTOP רבוע בינוני 900 מל000000000000                    0000025.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812031828   719812031828               LOCKTOP רבוע בינוני 1.5 ל000000000000                    0000029.50                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812031835   719812031835                 LOCKTOP מלבן קטן 650 מל000000000000                    0000021.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812032207   719812032207                           מגרדת בינונית000000000000                    0000044.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812032214   719812032214                         מגרדת עדינה OXO000000000000                    0000038.60                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812032436   719812032436              מיכל אחסון LOCKTOP 1124380000000000000                    0000016.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812032450   719812032450                      מיכל אחסון 1124580000000000000                    0000023.50                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812032474   719812032474              מיכל אחסון LOCKTOP 1124780000000000000                    0000038.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812032481   719812032481               מיכל אחסון לוקטופ 1124880000000000000                    0000048.50                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812032498   719812032498              מיכל אכסון LOCKTOP 1124980000000000000                    0000025.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812032504   719812032504              מיכל אחסון LOCKTOP 1125080000000000000                    0000029.50                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812032511   719812032511              מיכל אחסון LOCKTOP 1125180000000000000                    0000021.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812032849   719812032849                     מגרדת נפתחת 2 צדדים000000000000                    0000049.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812032856   719812032856          מיכל עוגיות בינוני POP 1128580000000000000                    0000057.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812032863   719812032863                     מיכל עוגיות פופ קטן000000000000                    0000048.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812032900   719812032900              סט 3 מברשות לניקוי בקבוקים000000000000                    0000032.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812032993   719812032993                מיכל עוגיות POP עגול 3.0000000000000                    0000049.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812033006   719812033006                מיכל עוגיות POP עגול 1.9000000000000                    0000044.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812033099   719812033099                         כף ערבוב עץ OXO000000000000                    0000013.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812033266                               סט 4 מיכלי מיני "לוקטופ"000000000000                    0000030.61                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812033471   719812033471                         סט מלח פלפל OXO000000000000                    0000044.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812033758   719812033758                       מזרק להכנת עוגיות000000000000                    0000142.45                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812034041   719812034041                  מתקן ייבוש כלים פלסטיק000000000000                    0000064.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812034157   719812034157                מרית סיליקון לצנצנות OXO000000000000                    0000015.50                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812034171   719812034171                    לקקן סיליקון לבן OXO000000000000                    0000023.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812034188   719812034188                          כף סיליקון OXO000000000000                    0000023.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812034461   719812034461                     מגלען דובדבנים אדום000000000000                    0000038.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812034751   719812034751                   מיכל לעוגיות POP גדול000000000000                    0000062.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812035154   719812035154                          מייבש חסה שקוף000000000000                    0000090.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812035161   719812035161                           מייבש חסה קטן000000000000                    0000094.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812035567   719812035567                       הופכן לחביתות OXO000000000000                    0000031.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812035758   719812035758                       מזרק להכנת עוגיות000000000000                    0000142.45                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812036502   719812036502                    מיכל אחסון טו גו 0.9000000000000                    0000035.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812037103   719812037103                           פורס ביצה OXO000000000000                    0000034.71                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812037349   719812037349                   מתקן ייבוש כלים מתקפל000000000000                    0000169.50                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812037691   719812037691                      שייקר לסלט קטן OXO000000000000                    0000038.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812040103   719812040103                   לקקן סיליקון אדום OXO000000000000                    0000023.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812040110   719812040110                    כף לקקן סיליקון אדום000000000000                    0000023.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812040752   719812040752                            כותש שום OXO000000000000                    0000046.41                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812040998   719812040998               סט 3 טבעות משטח לסיר אפור000000000000                    0000054.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812041001   719812041001               סט 3 טבעות משטח לסיר אדום000000000000                    0000054.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812041377   719812041377                       דיספנסר בלילה OXO000000000000                    0000028.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812041407   719812041407                       מיכל קורנפלקס קטן000000000000                    0000052.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812041414   719812041414                     מיכל אחסון קורנפלקס0000-1000000                    0000058.10                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812041421   719812041421                 מיכל אחסון קורנפלקס 3.2000000000000                    0000065.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812043838   719812043838               שטיחון לכיור סיליקון גדול000000000000                    0000054.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812044002   719812044002                מיכל אחסון גרינסייבר קטן000000000000                    0000054.21                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812044019   719812044019             מיכל אחסון גרינסייבר בינוני000000000000                    0000069.80                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812044026   719812044026               מיכל אחסון גרינסייבר גדול000000000000                    0000077.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812044095   719812044095                  הופכן לחביתות מיני OXO000000000000                    0000025.35                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812044231   719812044231                          מזלף לצלי אדום000000000000                    0000035.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812044545   719812044545              סט 4 פילטרים גרינסייבר OXO000000000000                    0000030.42                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812044811   719812044811                          מתקן ייבוש OXO000000000000                    0000159.37                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812044842   719812044842                     כוס טראוול מאג אפור000000000000                    0000054.21                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812044859   719812044859                     כוס טראוול מאג אדום000000000000                    0000054.21                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812044866   719812044866                     כוס טראוול מאג כחול000000000000                    0000054.21                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812045146   719812045146                מחדד/ מסלסל ירקות ופירות000000000000                    0000050.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812045405   719812045405                    מרית לערבוב בשר טחון000000000000                    0000039.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812045429   719812045429              פילטר עם מתקן למגירת ירקות000000000000                    0000026.90                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812046112   719812046112                כוס מידה סיליקון 2 כוסות000000000000                    0000038.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812046709   719812046709                  מסננת אורז וקטניות OXO000000000000                    0000038.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812047638   719812047638              תבנית זכוכית ריבוע עם מכסה000000000000                    0000045.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812047652   719812047652             תבנית זכוכית מלבנית עם מכסה000000000000                    0000056.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812200811   719812200811                        קולפן סיבובי OXO0000-1000000                    0000026.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812207810   719812207810                          חותכן פיצה OXO000000000000                    0000024.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812210810   719812210810                             קולפן Y OXO000000000000                    0000025.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812214818   719812214818                            כף גלידה OXO000000000000                    0000037.45                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812224817   719812224817                            סכין לחם OXO000000000000                    0000050.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812261911   719812261911                            פטיש בשר OXO000000000000                    0000042.50                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812280813   719812280813                       פותחן שימורים OXO000000000000                    0000044.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812281810   719812281810                            כותש שום OXO000000000000                    0000046.41                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812326818   719812326818                           פורס תפוח OXO000000000000                    0000030.83                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812345819   719812345819                        מועך תפא קצר OXO000000000000                    0000039.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812348810   719812348810                             מגש קרח OXO000000000000                    0000019.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812363912   719812363912                       מברשת בקבוקים OXO000000000000                    0000017.55                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812364810   719812364810                    מברשת כלים כף יד OXO0000-1000000                    0000024.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812386812   719812386812                               מזלף לצלי000000000000                    0000042.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812397818   719812397818                          כף פריזיאן OXO000000000000                    0000026.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812684901   719812684901            מיכל אחסון ריבוע גדול 5.7  ל000000000000                    0000053.80                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812684918   719812684918             מיכל אחסון ריבוע גדול 4.2 ל000000000000                    0000042.20                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812684925   719812684925             מיכל אחסון ריבוע גדול 2.6 ל000000000000                    0000038.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812684932   719812684932             מיכל אחסון ריבוע גדול 1.1 ל000000000000                    0000035.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812684949   719812684949               מיכל אחסון ריבוע קטן גבוה000000000000                    0000039.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812684963   719812684963                       מיכל אחסון 1 ליטר0000-1000000                    0000026.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812684987   719812684987                מיכל אחסון ריבוע קצר 0.5000000000000                    0000020.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812684994   719812684994                     מיכל ריבוע מיני 0.2000000000000                    0000016.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812685007   719812685007             מיכל אחסון מלבן גבוה 3.5 ל'000000000000                    0000046.42                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812685014   719812685014                    מיכל מלבני 2.6 ל OXO000000000000                    0000038.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812685021   719812685021                 מיכל אחסון מלבן קצר OXO000000000000                    0000030.00                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812685038   719812685038                 מיכל אחסון מלבן 0.6 OXO000000000000                    0000026.90                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812685045   719812685045                מיכל אחסון צר בינוני 1.8000000000000                    0000034.71                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812685052   719812685052                  מיכל אחסון מלבן צר 1.1000000000000                    0000030.81                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812685069   719812685069                    מיכל מלבני צר 0.64 ל000000000000                    0000025.18                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812685236   719812685236         מיכל אחסון ריבוע קטן מיני 0.4 ל000000000000                    0000022.80                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812741918   719812741918                          מטרפה 11 אוקסו000000000000                    0000029.95                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812744919   719812744919                            מטרפת ניילון000000000000                    0000021.33                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   719812778914   719812778914                     מועך תפא ניילון OXO000000000000                    0000022.45                                             008727       גו מרקטינג סוכנויות בע"מ0000000.00
   724486941328   724486941328                         בוצר בלוק 50*30000000000000                    0000067.05                                             010002                       רוסולינג0000000.00
   724486941342   724486941342                    קרש חיתוך ללחם 35*25000000000000                    0000026.55                                             010002                       רוסולינג0000000.00
   726783107001         107001                                TIK BREH000000000000                    0000001.00                                             000001                           כללי0000000.00
   727015012360   727015012360             פרקולטור בודום 4 כוסות קרמה000000000000                    0000065.00                                             510892              הפתעה יבוא ושיווק0000000.00
   727015054100   727015054100                        פרקולטור ברזיל 3000000000000                    0000055.00                                             510892              הפתעה יבוא ושיווק0000000.00
   727015054384         054384                    פרקולטור ברזיל 8 לבן000000000000                    0000001.00                                             510892              הפתעה יבוא ושיווק0000000.00
   727015100074   727015100074                        צמבורד נירוסטה 3000000000000                    0000077.33                                             510892              הפתעה יבוא ושיווק0000000.00
   727015100845   727015100845                        פרקולטור ברזיל 3000000000000                    0000042.00                                             510892              הפתעה יבוא ושיווק0000000.00
   727015112206   727015112206                    תיון ביסטרו 1.5 שחור000000000000                    0000084.37                                             510892              הפתעה יבוא ושיווק0000000.00
   727015119731   727015119731                        פרקולטור ברזיל 3000000000000                    0000042.77                                             510892              הפתעה יבוא ושיווק0000000.00
   727015121871                                       פרקולטור מליור 8000000000000                    0000066.00                                             510892              הפתעה יבוא ושיווק0000000.00
   727015124599   727015124599                   פרקולטור 3 בודום שחור000000000000                    0000042.00                                             510892              הפתעה יבוא ושיווק0000000.00
   727015126111   727015126111                   פרקולטור 8 גאבה בודום000000000000                    0000060.00                                             510892              הפתעה יבוא ושיווק0000000.00
   727015141718   727015141718                        צמבורד נירוסטה 4000000000000                    0000107.57                                             510892              הפתעה יבוא ושיווק0000000.00
   727015142852   727015142852               קערת זכוכית בודום בינונית000000000000                    0000035.82                                             510892              הפתעה יבוא ושיווק0000000.00
   727015145563   727015145563                     מקציף חלב קטן בודום000000000000                    0000058.05                                             510892              הפתעה יבוא ושיווק0000000.00
   727015315409   727015315409                     כוס גבוהה 500 סימקס000000000000                    0000012.90                                             902104           סהר שיווק והפצה בע"מ0000000.00
   727015323442   727015323442                    מקציף חלב שחור בודום000000000000                    0000030.00                                             010002                       רוסולינג0000000.00
   727015600734   727015600734                         מקציף חלב BODUM000000000000                    0000034.13                                             510892              הפתעה יבוא ושיווק0000000.00
   727015636511         636511                  תיון אסם 5.1 ROILEM ל'000000000000                    0000084.72                                             510892              הפתעה יבוא ושיווק0000000.00
   727015849003         849003                       פרקולטור 3 ROILEM000000000000                    0000053.36                                             510892              הפתעה יבוא ושיווק0000000.00
   727015849041   727015849041                        פרקולטור מליור 4000000000000                    0000064.37                                             510892              הפתעה יבוא ושיווק0000000.00
   727015849089   727015849089                   פרקולטור קניה מליור 8000000000000                    0000075.78                                             510892              הפתעה יבוא ושיווק0000000.00
   727015999661   727015999661                   פרוקלטור 8 בודום שחור000000000000                    0000081.65                                             510892              הפתעה יבוא ושיווק0000000.00
   727111111146   727111111146                          מלח פלפל נשיקה000000000000                    0000025.86                                             003016     מ.ג.א סחר ועיצוב פנים בע"מ0000000.00
   728987016868      102721121                   מלח פלפל ציפור מסתובב000000000000                    0000034.48                                             000006      קולקשן עיצוב תל-אביב בע"מ0000000.00
   728987017537      102721123                        מלח פלפל מכנסיים000000000000                    0000030.17                                             000006      קולקשן עיצוב תל-אביב בע"מ0000000.00
   728987017575   728987017575                          מלח פלפל SPLIT000000000000                    0000025.43                                             000006      קולקשן עיצוב תל-אביב בע"מ0000000.00
   728987017650      102721148                 כוסות מדידה מטרושקה לבן000000000000                    0000035.97                                             000006      קולקשן עיצוב תל-אביב בע"מ0000000.00
